reviewBody,reviewRating,runDate,dateCreated,date_clean,review_clean,review_parts_clean
The food was amazing. Perfectly cooked and good value for money too. Seating was a bit awkward to get in and out of.,4.0,2021-07-29,a year ago,2020-07-29,food amazing perfectly cook good value money too seat bit awkward get of,[]
"The venue was clean and comfortable. The staff was very courteous and well mannered. The food was great! I enjoyed my Lobster with potato chips. I would recommend this place to anyone who wants to have a relaxing evening with family, girlfriend or just to have a great meal",4.0,2021-07-29,9 months ago,2020-11-01,venue clean comfortable staff courteous well mannered food great enjoy lobster potato chip would recommend place anyone want relax even family girlfriend great meal,[]
Nice food,5.0,2021-07-29,a year ago,2020-07-29,nice food,[]
"This is a very subjective view on my part so I apologise big easy, but it really looked like the portions are massive and hard to believe there isn't a huge amount wasted. I personally felt guilty after eating here. I would still say you should go but just order less.",3.0,2021-07-29,a year ago,2020-07-29,subjective view part apologise really look like portion massive hard believe isnt huge amount waste personally felt guilty eat here would still say go order less,[]
"A “larger than life” experience. Everything is large here, from the menu, sittings, portions and atmosphere. The food was really good, the flavors were amazing and the service was great. The Canary Wharf branch is particularly impressive.",5.0,2021-07-29,10 months ago,2020-10-02,larger life experience everything large here menu sittings portion atmosphere food really good flavor amazing service great branch particularly impressive,[]
"Food is pretty solid but expensive for what it is. Service is an absolute nightmare, people working here just don’t seem to want to interact with customers. Big Easy in Chelsea has been good before, but the experience with the staff here was a true let-down. They don’t seem interested in interacting with you to the point that it’s blatantly just rude. Really disappointed. Only giving more than 1 star thanks to the food, although it’s pretty hard to get ribs wrong so maybe I’m being a bit generous.",2.0,2021-07-29,a month ago,2021-06-29,food pretty solid expensive be service absolute nightmare people work dont seem want interact customers chelsea good before experience staff true letdown dont seem interest interact point its blatantly rude really disappoint give star thank food although its pretty hard get rib wrong maybe im bit generous,[]
"Terrible service, shown to our table 20 minutes after our booking time, 15 minutes wait to order any drinks or food, half an hour wait for the bill, only to be kicked out of our table with a frown for taking too long... waiters not interested and clearly understaffed. Also ridiculously overpriced for fairly average food.",1.0,2021-07-29,a year ago,2020-07-29,terrible service show table minutes book time minutes wait order drink food half hour wait bill kick table frown take long staff not interest clearly understaffed also ridiculously overprice fairly average food,[]
Home comfort service and wallet loving prices,5.0,2021-07-29,a year ago,2020-07-29,home comfort service wallet love price,[]
Yummy,5.0,2021-07-29,a year ago,2020-07-29,yummy,[]
don't go there without reservation. They expect you to take your drinks standing...,1.0,2021-07-29,a year ago,2020-07-29,dont go without reservation expect take drink stand,[]
"Steak was dry, lobster was cold But the whole pig bbq was good",3.0,2021-07-29,a year ago,2020-07-29,steak dry lobster cold whole pig bbq good,[]
ABSOLUTELY AWFUL SERVICE! Do not waste your time here. Not an ounce of respect for customers. The waiters are beyond dreadful. Tried to get the attention of a waiter... he looked at me... smirked... then walked away. COMPLETELY IGNORING ME. Food is good... but it will take you a long time to order it. My boyfriend ordered a milkshake... took them 30 minutes to tell him they didn't have the ingredients for his flavour. He ordered another flavour... by the time we finished our main course it still hadn't arrived. Told them to forget it. Service so bad! Food is good. But not worth the trip at all.,1.0,2021-07-29,a year ago,2020-07-29,absolutely awful service dont waste time here not ounce respect customers staff beyond dreadful try get attention staff look me smirk walk away completely ignore me food good take long time order it boyfriend order milkshake take minutes tell didnt ingredients flavour order another flavour time finish main course still hadnt arrive tell forget it service bad food good not worth trip all,[]
